client_id,contact,contact_duration,number_contacts,pdays,previous_campaign_contacts,previous_outcome,campaign_outcome,campaign_id,last_contact_date
489,cellular,813,7,192,60,0.0,no,1,2022-03-19
490,cellular,871,9,774,659,0.0,no,1,2022-09-23
491,telephone,360,3,540,418,0.0,yes,1,2022-05-18
492,telephone,875,9,960,619,0.0,yes,1,2022-09-21
493,cellular,6,6,878,523,,yes,1,2022-09-17
494,cellular,488,1,927,667,,no,1,2022-05-07
495,telephone,476,2,384,152,0.0,no,1,2022-05-24
496,cellular,91,7,769,544,0.0,yes,1,2022-05-14
497,cellular,405,5,703,393,,no,1,2022-03-29
498,cellular,639,3,863,324,0.0,yes,1,2022-05-01
499,cellular,364,4,899,307,0.0,yes,1,2022-09-23
500,telephone,322,1,220,1,1.0,no,1,2022-05-10
501,cellular,222,9,171,326,1.0,no,1,2022-05-08
502,cellular,841,2,979,463,0.0,no,1,2022-05-17
503,cellular,65,1,441,878,0.0,yes,1,2022-03-13
504,cellular,35,8,893,51,,no,1,2022-05-11
505,telephone,407,6,862,747,0.0,yes,1,2022-09-27
506,cellular,328,4,246,428,,yes,1,2022-05-27
507,telephone,965,1,770,300,,yes,1,2022-05-24
508,cellular,754,2,427,380,1.0,yes,1,2022-03-24
509,cellular,922,7,304,944,1.0,yes,1,2022-03-07
510,telephone,735,3,483,587,0.0,no,1,2022-05-23
511,cellular,18,6,466,239,0.0,yes,1,2022-03-28
512,telephone,66,1,621,322,0.0,yes,1,2022-03-01
513,telephone,130,8,360,692,,no,1,2022-09-04
514,telephone,641,8,632,73,1.0,no,1,2022-09-21
515,cellular,910,5,339,862,,yes,1,2022-09-01
516,cellular,127,4,417,696,0.0,no,1,2022-03-28
517,cellular,813,5,576,672,0.0,no,1,2022-09-12
518,telephone,868,7,718,890,1.0,no,1,2022-09-09
519,cellular,171,6,35,351,,yes,1,2022-03-13
520,telephone,317,9,764,779,1.0,no,1,2022-03-13
521,cellular,179,4,357,172,1.0,yes,1,2022-03-19
522,cellular,648,5,81,669,0.0,no,1,2022-09-22
523,cellular,839,1,2,683,,no,1,2022-03-06
524,telephone,155,5,561,421,,no,1,2022-05-11
525,cellular,551,5,834,733,,no,1,2022-05-26
526,telephone,787,6,213,40,,yes,1,2022-03-05
527,telephone,212,1,772,295,0.0,yes,1,2022-03-10
528,cellular,988,9,647,651,,no,1,2022-09-16
529,cellular,412,3,550,25,0.0,no,1,2022-09-03
530,telephone,912,5,47,850,1.0,yes,1,2022-09-15
531,telephone,831,1,420,911,0.0,yes,1,2022-03-13
532,telephone,746,4,720,812,,yes,1,2022-05-01
533,cellular,47,4,630,907,,no,1,2022-09-04
534,telephone,571,5,319,421,,yes,1,2022-03-19
535,telephone,216,4,604,74,0.0,no,1,2022-05-05
536,cellular,235,4,568,613,0.0,no,1,2022-09-09
537,telephone,534,7,811,587,0.0,yes,1,2022-09-01
538,cellular,685,1,940,506,0.0,no,1,2022-03-15
539,telephone,709,2,575,616,1.0,no,1,2022-03-22
540,cellular,17,4,864,409,0.0,no,1,2022-05-11
541,telephone,131,3,629,327,,yes,1,2022-03-15
542,telephone,477,7,917,424,0.0,yes,1,2022-03-02
543,cellular,657,7,98,600,1.0,yes,1,2022-09-30
544,cellular,88,3,177,11,0.0,yes,1,2022-03-19
545,telephone,354,4,203,711,1.0,no,1,2022-05-09
546,telephone,636,4,862,889,,no,1,2022-05-28
547,cellular,217,9,462,51,1.0,no,1,2022-09-12
548,telephone,424,8,466,52,1.0,yes,1,2022-05-06
549,telephone,874,1,579,955,1.0,yes,1,2022-09-27
550,cellular,626,4,77,463,0.0,yes,1,2022-09-26
551,cellular,917,8,752,188,1.0,no,1,2022-09-27
552,cellular,26,5,305,503,1.0,yes,1,2022-09-21
553,cellular,50,5,191,840,1.0,yes,1,2022-09-20
554,telephone,956,5,528,962,1.0,yes,1,2022-09-10
555,telephone,557,9,455,83,0.0,yes,1,2022-09-15
556,cellular,212,5,244,447,0.0,yes,1,2022-03-09
557,cellular,134,9,8,631,0.0,no,1,2022-05-17
558,cellular,794,4,775,708,,yes,1,2022-05-24
559,telephone,284,9,404,780,,no,1,2022-03-02
560,telephone,883,6,34,430,,no,1,2022-03-16
561,telephone,304,4,446,618,1.0,no,1,2022-05-25
562,cellular,273,3,177,960,,yes,1,2022-05-06
563,cellular,215,1,201,430,,no,1,2022-09-05
564,cellular,701,4,247,665,,yes,1,2022-05-06
565,telephone,392,8,91,97,0.0,no,1,2022-05-06
566,cellular,407,6,600,350,1.0,yes,1,2022-09-07
567,cellular,513,4,866,404,1.0,yes,1,2022-03-18
568,telephone,161,1,510,423,1.0,no,1,2022-03-05
569,cellular,246,6,56,257,0.0,yes,1,2022-03-04
570,telephone,673,9,15,191,0.0,yes,1,2022-05-04
571,cellular,877,3,381,854,1.0,no,1,2022-03-27
572,cellular,983,5,665,897,0.0,yes,1,2022-05-29
573,telephone,237,6,399,223,0.0,yes,1,2022-05-17
574,telephone,502,5,184,425,,no,1,2022-03-23
575,telephone,541,7,868,271,0.0,no,1,2022-05-28
576,cellular,128,2,911,636,0.0,yes,1,2022-05-21
577,cellular,796,2,315,136,1.0,no,1,2022-09-05
578,telephone,481,9,959,586,,no,1,2022-09-04
579,cellular,342,1,99,514,0.0,yes,1,2022-05-12
580,telephone,711,8,574,882,0.0,yes,1,2022-03-03
581,telephone,873,1,760,969,1.0,no,1,2022-05-07
582,telephone,808,1,903,285,0.0,no,1,2022-09-03
583,telephone,488,8,876,23,1.0,no,1,2022-03-12
584,telephone,854,9,281,803,0.0,yes,1,2022-05-30
585,cellular,725,2,205,210,0.0,no,1,2022-05-30
586,telephone,430,5,703,145,0.0,no,1,2022-03-11
587,telephone,541,8,608,837,1.0,no,1,2022-05-24
588,telephone,133,6,633,968,,yes,1,2022-03-30
589,cellular,690,2,60,649,,yes,1,2022-05-02
590,cellular,177,6,179,116,1.0,yes,1,2022-05-30
591,cellular,822,8,57,829,,yes,1,2022-03-11
592,telephone,612,2,928,675,,yes,1,2022-09-03
593,cellular,638,2,843,843,1.0,yes,1,2022-09-07
594,telephone,747,8,619,770,0.0,yes,1,2022-03-10
595,cellular,810,6,336,734,1.0,yes,1,2022-03-13
596,cellular,152,7,835,243,1.0,yes,1,2022-03-22
597,telephone,795,6,293,349,1.0,yes,1,2022-03-28
598,cellular,186,2,968,517,,yes,1,2022-03-13
599,cellular,266,2,590,42,0.0,yes,1,2022-03-05
600,cellular,388,7,167,576,0.0,yes,1,2022-09-03
601,telephone,814,4,269,638,1.0,yes,1,2022-03-07
602,telephone,752,7,433,421,0.0,no,1,2022-03-26
603,cellular,799,2,774,319,1.0,yes,1,2022-09-03
604,telephone,697,8,573,591,0.0,no,1,2022-03-11
605,telephone,806,9,456,533,1.0,yes,1,2022-09-04
606,cellular,884,3,581,172,0.0,no,1,2022-09-24
607,telephone,75,9,873,613,,no,1,2022-05-27
608,telephone,175,9,574,1,0.0,yes,1,2022-03-22
609,telephone,147,4,154,473,,no,1,2022-05-16
610,cellular,884,4,704,596,,yes,1,2022-05-29
611,cellular,817,4,193,670,0.0,yes,1,2022-03-25
612,cellular,599,3,119,144,,yes,1,2022-03-12
613,cellular,811,3,369,195,0.0,yes,1,2022-03-22
614,cellular,446,7,441,879,0.0,yes,1,2022-03-15
615,telephone,695,1,998,998,0.0,no,1,2022-03-13
616,cellular,658,5,896,143,,no,1,2022-05-04
617,cellular,583,9,324,396,1.0,yes,1,2022-09-18
618,telephone,726,6,208,374,1.0,no,1,2022-03-13
619,telephone,179,5,403,920,1.0,no,1,2022-05-11
620,telephone,812,4,947,302,0.0,no,1,2022-03-14
621,telephone,857,6,335,328,0.0,no,1,2022-03-06
622,telephone,978,1,547,675,0.0,yes,1,2022-09-15
623,cellular,818,3,636,836,0.0,no,1,2022-03-30
624,telephone,990,8,701,963,,yes,1,2022-03-26
625,cellular,730,7,229,278,1.0,no,1,2022-05-19
626,cellular,319,2,2,398,,yes,1,2022-09-03
627,telephone,849,4,396,109,,yes,1,2022-03-12
628,telephone,609,3,273,399,0.0,no,1,2022-05-21
629,cellular,267,1,487,990,1.0,no,1,2022-09-14
630,telephone,301,5,555,163,,no,1,2022-03-12
631,cellular,362,5,297,450,,yes,1,2022-09-25
632,telephone,491,3,245,424,0.0,yes,1,2022-09-29
633,cellular,779,1,261,536,0.0,yes,1,2022-09-13
634,telephone,419,8,101,67,,yes,1,2022-05-04
635,cellular,440,7,762,604,1.0,yes,1,2022-09-27
636,telephone,653,4,448,38,,no,1,2022-09-13
637,cellular,945,7,459,999,1.0,no,1,2022-05-28
638,cellular,404,6,786,593,1.0,yes,1,2022-03-07
639,telephone,562,7,589,416,,no,1,2022-05-10
640,telephone,330,5,391,139,0.0,yes,1,2022-05-09
641,cellular,360,7,653,802,1.0,yes,1,2022-05-27
642,cellular,640,3,491,994,,yes,1,2022-05-05
643,telephone,164,2,491,974,1.0,no,1,2022-03-12
644,cellular,995,2,897,889,,yes,1,2022-05-03
645,cellular,453,3,855,997,0.0,no,1,2022-05-14
646,telephone,992,3,963,530,,no,1,2022-09-26
647,cellular,338,2,7,640,0.0,no,1,2022-09-03
648,telephone,137,7,668,128,,no,1,2022-09-06
649,cellular,852,1,996,223,,no,1,2022-09-25
650,telephone,385,1,180,506,0.0,no,1,2022-09-08
651,cellular,28,2,122,561,0.0,no,1,2022-09-24
652,telephone,620,7,930,877,,no,1,2022-09-14
653,cellular,748,4,363,365,,yes,1,2022-03-23
654,cellular,347,4,485,15,,yes,1,2022-03-28
655,cellular,854,1,202,752,1.0,yes,1,2022-03-14
656,telephone,325,1,32,681,,no,1,2022-05-20
657,telephone,195,3,109,485,1.0,no,1,2022-05-20
658,cellular,640,2,115,824,,yes,1,2022-03-13
659,telephone,526,8,660,505,0.0,no,1,2022-09-09
660,cellular,301,1,273,135,,yes,1,2022-03-11
661,telephone,563,6,719,643,0.0,yes,1,2022-09-30
662,cellular,516,5,967,381,0.0,no,1,2022-05-05
663,telephone,743,6,649,210,1.0,yes,1,2022-05-11
664,cellular,980,9,886,133,0.0,yes,1,2022-05-19
665,cellular,111,7,664,24,0.0,yes,1,2022-05-02
666,cellular,643,2,773,627,1.0,yes,1,2022-09-04
667,cellular,508,2,38,484,0.0,no,1,2022-05-29
668,telephone,406,3,6,164,0.0,yes,1,2022-05-24
669,cellular,417,3,521,124,,no,1,2022-05-28
670,cellular,851,9,232,692,0.0,no,1,2022-09-21
671,telephone,309,7,564,298,0.0,no,1,2022-09-10
672,cellular,772,9,492,598,,yes,1,2022-05-01
673,telephone,474,2,778,30,1.0,yes,1,2022-09-11
674,telephone,820,1,425,784,1.0,yes,1,2022-05-01
675,cellular,345,4,435,512,,no,1,2022-05-07
676,cellular,248,3,510,95,0.0,no,1,2022-09-06
677,cellular,716,2,769,449,,yes,1,2022-09-30
678,cellular,443,7,510,587,,no,1,2022-05-26
679,telephone,818,2,809,777,1.0,yes,1,2022-09-19
680,telephone,253,1,168,587,0.0,no,1,2022-03-11
681,cellular,904,8,108,773,1.0,no,1,2022-09-17
682,telephone,684,5,672,510,0.0,yes,1,2022-09-06
683,cellular,624,1,646,196,,no,1,2022-03-08
684,telephone,312,9,265,988,0.0,no,1,2022-05-27
685,telephone,351,4,180,293,1.0,yes,1,2022-03-25
686,telephone,81,3,564,36,1.0,no,1,2022-05-21
687,cellular,445,2,563,856,0.0,no,1,2022-09-16
688,cellular,984,7,873,554,,yes,1,2022-09-14
689,cellular,155,9,404,279,0.0,no,1,2022-09-28
690,telephone,908,7,681,714,1.0,no,1,2022-09-29
691,telephone,675,3,222,389,1.0,no,1,2022-03-19
692,cellular,643,7,621,244,,no,1,2022-05-08
693,cellular,972,9,797,654,,no,1,2022-03-19
694,cellular,249,7,747,21,1.0,no,1,2022-05-09
695,telephone,935,5,715,225,1.0,no,1,2022-05-09
696,cellular,13,1,511,37,1.0,yes,1,2022-03-10
697,telephone,794,4,246,753,1.0,no,1,2022-05-20
698,telephone,854,2,354,279,,no,1,2022-05-23
699,cellular,752,5,543,352,,yes,1,2022-03-12
700,cellular,865,6,818,575,1.0,no,1,2022-03-10
701,telephone,206,5,303,930,0.0,yes,1,2022-03-03
702,cellular,6,6,842,570,1.0,no,1,2022-09-19
703,telephone,381,9,77,93,,no,1,2022-09-21
704,telephone,525,1,931,916,1.0,yes,1,2022-03-17
705,telephone,843,6,4,227,0.0,no,1,2022-05-20
706,telephone,13,1,484,291,0.0,yes,1,2022-03-10
707,cellular,2,9,471,192,0.0,no,1,2022-03-03
708,telephone,516,7,801,159,,yes,1,2022-09-15
709,cellular,869,7,559,392,1.0,yes,1,2022-09-24
710,cellular,231,5,985,243,,no,1,2022-09-14
711,telephone,400,3,923,610,1.0,no,1,2022-03-15
712,telephone,163,2,848,876,0.0,no,1,2022-09-29
713,cellular,785,7,520,989,,no,1,2022-03-10
714,cellular,513,7,128,894,,no,1,2022-03-15
715,telephone,798,2,158,360,,no,1,2022-09-26
716,telephone,901,8,972,408,1.0,yes,1,2022-05-11
717,telephone,490,8,461,700,1.0,no,1,2022-05-26
718,cellular,9,6,450,57,1.0,yes,1,2022-03-19
719,cellular,960,8,736,802,0.0,no,1,2022-09-22
720,cellular,152,8,751,458,1.0,no,1,2022-03-10
721,cellular,849,7,626,28,,yes,1,2022-09-21
722,cellular,407,4,72,796,0.0,yes,1,2022-05-29
723,telephone,461,8,469,620,,no,1,2022-05-28
724,cellular,613,8,665,758,,no,1,2022-05-08
725,cellular,729,7,240,480,0.0,yes,1,2022-03-12
726,cellular,711,9,954,408,1.0,yes,1,2022-05-14
727,cellular,43,8,748,94,,yes,1,2022-09-28
728,telephone,520,8,278,927,1.0,no,1,2022-05-22
729,telephone,843,7,513,443,,yes,1,2022-03-30
730,cellular,621,2,576,719,1.0,no,1,2022-05-08
731,telephone,187,2,406,715,,yes,1,2022-03-13
732,cellular,849,3,989,303,1.0,no,1,2022-09-25
733,cellular,448,7,614,512,,no,1,2022-09-04
734,cellular,918,9,537,123,1.0,no,1,2022-09-19
735,telephone,75,4,137,426,0.0,no,1,2022-05-23
736,cellular,499,7,323,65,0.0,yes,1,2022-05-01
737,telephone,297,1,398,256,1.0,yes,1,2022-09-06
738,telephone,917,6,817,734,0.0,no,1,2022-05-21
739,cellular,242,6,836,177,1.0,yes,1,2022-03-28
740,telephone,159,2,342,231,1.0,yes,1,2022-09-01
741,cellular,703,4,42,308,0.0,yes,1,2022-09-19
742,cellular,678,2,749,770,0.0,no,1,2022-03-08
743,telephone,785,1,503,1,0.0,no,1,2022-05-29
744,cellular,113,5,848,282,0.0,no,1,2022-09-28
745,cellular,756,5,217,337,0.0,yes,1,2022-05-19
746,cellular,987,5,651,184,0.0,no,1,2022-05-20
747,telephone,688,4,594,377,1.0,yes,1,2022-03-23
748,telephone,538,2,261,192,1.0,no,1,2022-09-26
749,cellular,607,5,783,433,1.0,yes,1,2022-03-15
750,telephone,384,3,357,377,,no,1,2022-03-21
751,cellular,953,5,299,324,0.0,yes,1,2022-03-15
752,cellular,867,5,93,413,,yes,1,2022-03-18
753,telephone,484,4,915,883,0.0,yes,1,2022-03-07
754,cellular,0,3,556,906,,no,1,2022-05-29
755,telephone,552,1,857,592,1.0,no,1,2022-05-10
756,telephone,537,7,11,699,1.0,no,1,2022-05-20
757,cellular,106,2,153,284,,no,1,2022-03-17
758,telephone,961,6,939,894,0.0,yes,1,2022-05-15
759,cellular,116,7,280,7,0.0,yes,1,2022-05-23
760,telephone,903,5,440,146,0.0,no,1,2022-09-17
761,cellular,788,4,794,629,1.0,yes,1,2022-03-23
762,telephone,140,6,91,12,0.0,yes,1,2022-05-20
763,telephone,157,3,82,325,1.0,no,1,2022-09-04
764,telephone,150,1,844,709,,yes,1,2022-09-04
765,telephone,627,7,891,363,,yes,1,2022-09-23
766,telephone,982,9,967,299,0.0,no,1,2022-05-01
767,cellular,391,9,327,603,1.0,no,1,2022-03-07
768,telephone,660,3,194,66,,yes,1,2022-03-13
769,cellular,820,1,887,43,1.0,no,1,2022-05-09
770,cellular,774,6,111,230,,yes,1,2022-05-26
771,telephone,386,4,432,352,0.0,yes,1,2022-09-20
772,telephone,153,9,237,312,,yes,1,2022-09-27
773,telephone,139,2,269,898,,yes,1,2022-05-26
774,cellular,19,2,359,939,1.0,no,1,2022-05-06
775,cellular,890,4,458,544,1.0,no,1,2022-09-07
776,telephone,588,1,504,455,0.0,yes,1,2022-03-06
777,telephone,25,3,642,161,1.0,no,1,2022-05-12
778,telephone,438,9,14,941,1.0,no,1,2022-09-26
779,cellular,141,3,535,250,0.0,yes,1,2022-09-15
780,telephone,945,3,237,657,,yes,1,2022-05-01
781,telephone,471,7,937,433,,yes,1,2022-03-12
782,telephone,599,7,873,578,1.0,yes,1,2022-03-30
783,telephone,926,7,373,943,1.0,yes,1,2022-05-27
784,cellular,93,5,187,317,,no,1,2022-05-01
785,telephone,91,1,170,715,,no,1,2022-03-24
786,telephone,332,7,193,296,1.0,no,1,2022-09-02
787,telephone,993,5,667,591,,no,1,2022-09-09
788,telephone,446,8,189,86,1.0,no,1,2022-03-11
789,telephone,320,7,242,378,0.0,yes,1,2022-03-07
790,cellular,402,2,56,774,,yes,1,2022-09-19
791,telephone,122,1,412,55,,yes,1,2022-05-23
792,cellular,614,4,473,671,,yes,1,2022-09-16
793,telephone,12,7,613,988,0.0,no,1,2022-03-19
794,telephone,603,6,832,558,0.0,yes,1,2022-03-20
795,cellular,672,4,397,376,0.0,yes,1,2022-05-19
796,cellular,648,3,992,77,1.0,no,1,2022-05-20
797,telephone,122,6,772,624,0.0,no,1,2022-09-01
798,telephone,571,5,137,662,0.0,yes,1,2022-03-17
799,cellular,412,3,133,711,1.0,yes,1,2022-03-19
800,cellular,136,4,387,437,,no,1,2022-09-11
801,telephone,68,5,718,223,0.0,no,1,2022-05-23
802,cellular,237,4,62,372,1.0,yes,1,2022-03-11
803,telephone,591,2,807,640,0.0,yes,1,2022-09-17
804,telephone,687,7,345,186,,yes,1,2022-05-10
805,cellular,962,7,706,97,0.0,no,1,2022-03-28
806,cellular,89,4,427,441,,yes,1,2022-03-27
807,cellular,812,6,470,621,1.0,no,1,2022-05-21
808,cellular,399,4,431,856,1.0,no,1,2022-03-13
809,telephone,665,7,483,239,0.0,no,1,2022-09-25
810,telephone,761,4,882,133,1.0,yes,1,2022-03-17
811,cellular,709,8,753,945,1.0,no,1,2022-05-24
812,cellular,836,5,928,755,0.0,yes,1,2022-05-02
813,cellular,574,7,873,953,0.0,yes,1,2022-09-10
814,telephone,321,9,457,279,1.0,no,1,2022-03-04
815,cellular,865,8,623,466,,no,1,2022-03-28
816,telephone,724,4,126,399,,yes,1,2022-05-01
817,telephone,344,7,489,564,1.0,yes,1,2022-05-26
818,cellular,530,5,540,63,0.0,no,1,2022-03-11
819,cellular,808,9,843,918,,no,1,2022-03-18
820,telephone,858,3,26,472,,yes,1,2022-09-07
821,telephone,978,2,174,760,0.0,yes,1,2022-09-28
822,cellular,10,9,472,861,0.0,yes,1,2022-09-11
823,telephone,693,7,293,990,,yes,1,2022-09-23
824,cellular,901,4,847,529,,yes,1,2022-09-13
825,cellular,199,5,130,10,0.0,yes,1,2022-09-21
826,telephone,797,4,510,540,,no,1,2022-03-12
827,telephone,99,9,444,37,,no,1,2022-09-21
828,cellular,803,1,81,436,0.0,no,1,2022-09-12
829,cellular,590,1,886,164,,yes,1,2022-03-19
830,cellular,533,2,321,895,0.0,no,1,2022-09-23
831,cellular,951,1,846,695,0.0,yes,1,2022-05-05
832,cellular,358,6,371,10,0.0,no,1,2022-05-19
833,telephone,891,1,429,246,,yes,1,2022-05-28
834,cellular,348,4,781,136,1.0,yes,1,2022-05-15
835,cellular,704,3,509,36,0.0,yes,1,2022-05-29
836,telephone,816,9,749,830,0.0,yes,1,2022-09-16
837,telephone,182,2,220,748,,no,1,2022-05-28
838,telephone,247,2,40,279,1.0,no,1,2022-05-01
839,telephone,825,3,237,588,1.0,no,1,2022-09-14
840,telephone,932,3,589,959,1.0,no,1,2022-09-06
841,telephone,133,4,674,619,1.0,yes,1,2022-09-03
842,cellular,535,4,591,625,1.0,no,1,2022-09-26
843,telephone,979,4,458,495,1.0,yes,1,2022-09-15
844,cellular,448,1,897,303,0.0,yes,1,2022-09-12
845,telephone,869,1,291,969,,yes,1,2022-05-21
846,telephone,165,7,293,827,0.0,no,1,2022-05-11
847,cellular,907,7,538,6,1.0,yes,1,2022-09-09
848,telephone,813,5,571,682,1.0,yes,1,2022-05-03
849,telephone,367,2,894,313,1.0,no,1,2022-09-25
850,telephone,822,4,265,800,,no,1,2022-03-25
851,telephone,757,2,69,421,1.0,no,1,2022-05-13
852,cellular,969,6,143,941,0.0,no,1,2022-09-09
853,cellular,669,4,450,312,,yes,1,2022-09-27
854,telephone,491,5,245,771,,no,1,2022-03-24
855,cellular,37,6,715,278,,yes,1,2022-05-06
856,telephone,101,8,858,927,1.0,yes,1,2022-05-19
857,telephone,764,2,446,415,,yes,1,2022-09-18
858,cellular,526,6,864,786,1.0,no,1,2022-05-08
859,telephone,2,9,585,892,0.0,yes,1,2022-03-12
860,telephone,635,4,130,210,,no,1,2022-09-20
861,cellular,941,8,908,665,0.0,no,1,2022-09-02
862,cellular,472,7,655,177,1.0,no,1,2022-05-18
863,cellular,890,9,330,303,1.0,no,1,2022-05-13
864,cellular,510,2,194,319,0.0,yes,1,2022-05-25
865,telephone,983,8,770,267,1.0,no,1,2022-05-22
866,telephone,210,8,888,670,1.0,no,1,2022-05-03
867,cellular,383,4,603,815,1.0,no,1,2022-05-04
868,telephone,867,5,706,196,0.0,yes,1,2022-05-25
869,telephone,188,8,862,629,,yes,1,2022-09-30
870,telephone,770,7,924,241,,no,1,2022-03-02
871,cellular,746,2,735,567,0.0,no,1,2022-09-30
872,cellular,984,9,800,175,0.0,no,1,2022-03-07
873,telephone,525,4,44,644,1.0,yes,1,2022-03-08
874,telephone,146,4,368,253,,no,1,2022-03-03
875,cellular,77,2,21,877,,yes,1,2022-05-10
876,cellular,690,5,980,68,1.0,yes,1,2022-09-14
877,telephone,221,2,686,644,1.0,yes,1,2022-05-05
878,telephone,838,3,468,412,0.0,no,1,2022-03-24
879,telephone,184,3,775,329,0.0,yes,1,2022-05-03
880,cellular,222,2,906,921,0.0,yes,1,2022-03-04
881,telephone,400,5,305,136,,yes,1,2022-05-14
882,cellular,257,7,866,937,1.0,no,1,2022-03-06
883,cellular,225,4,745,165,1.0,yes,1,2022-03-10
884,telephone,480,8,995,340,1.0,no,1,2022-05-07
885,telephone,424,2,100,447,0.0,no,1,2022-05-05
886,telephone,451,9,683,928,,yes,1,2022-09-25
887,cellular,31,4,595,959,,yes,1,2022-03-08
888,telephone,917,6,340,953,0.0,no,1,2022-03-13
889,telephone,499,1,3,162,0.0,no,1,2022-09-20
890,cellular,408,6,895,276,0.0,no,1,2022-03-19
891,telephone,647,8,32,984,0.0,no,1,2022-03-19
892,telephone,649,4,981,651,,no,1,2022-09-26
893,telephone,437,8,433,648,0.0,no,1,2022-05-22
894,cellular,302,9,112,471,0.0,no,1,2022-03-09
895,telephone,731,7,227,263,1.0,no,1,2022-09-01
896,cellular,470,1,394,801,0.0,yes,1,2022-05-30
897,telephone,876,4,673,746,,yes,1,2022-09-05
898,telephone,298,1,109,837,1.0,no,1,2022-03-22
899,cellular,961,6,621,605,,no,1,2022-09-10
900,cellular,742,4,773,908,1.0,no,1,2022-05-05
901,telephone,710,9,378,791,1.0,no,1,2022-03-25
902,telephone,471,8,381,995,1.0,no,1,2022-05-08
903,cellular,393,9,387,133,,no,1,2022-03-19
904,cellular,791,5,954,424,,no,1,2022-05-18
905,cellular,419,4,33,230,1.0,yes,1,2022-05-12
906,cellular,630,1,213,144,,yes,1,2022-05-23
907,cellular,318,8,823,602,0.0,yes,1,2022-03-14
908,telephone,852,8,644,685,1.0,yes,1,2022-05-20
909,telephone,75,8,106,981,1.0,no,1,2022-09-01
910,telephone,998,7,472,820,1.0,yes,1,2022-05-29
911,telephone,134,6,687,152,0.0,yes,1,2022-05-05
912,cellular,790,8,850,320,1.0,no,1,2022-09-26
913,telephone,726,6,676,700,1.0,no,1,2022-03-22
914,cellular,774,9,883,709,1.0,no,1,2022-03-10
915,cellular,519,2,610,896,,no,1,2022-03-03
916,telephone,42,1,921,402,,no,1,2022-05-07
917,cellular,221,6,490,15,1.0,no,1,2022-05-23
918,telephone,865,2,228,120,1.0,no,1,2022-03-14
919,telephone,939,3,213,948,,no,1,2022-09-09
920,cellular,361,9,393,387,,yes,1,2022-03-08
921,cellular,714,7,748,742,1.0,no,1,2022-05-06
922,telephone,462,7,501,980,,yes,1,2022-05-21
923,cellular,341,9,384,598,1.0,yes,1,2022-09-26
924,telephone,238,9,174,53,1.0,yes,1,2022-09-30
925,cellular,165,8,112,116,,no,1,2022-09-29
926,cellular,200,9,435,777,1.0,yes,1,2022-09-27
927,telephone,513,8,953,448,,no,1,2022-05-24
928,telephone,761,4,199,960,1.0,no,1,2022-09-11
929,telephone,770,1,280,433,,no,1,2022-09-27
930,cellular,439,9,442,501,,yes,1,2022-05-21
931,telephone,803,3,533,600,,yes,1,2022-05-30
932,cellular,397,6,680,619,0.0,yes,1,2022-05-18
933,telephone,882,5,321,548,,yes,1,2022-05-08
934,telephone,386,4,303,202,0.0,yes,1,2022-09-20
935,telephone,726,4,134,294,,yes,1,2022-09-03
936,cellular,666,2,260,838,0.0,yes,1,2022-03-15
937,telephone,474,5,832,285,1.0,yes,1,2022-03-20
938,cellular,303,9,201,792,1.0,yes,1,2022-05-09
939,cellular,147,1,867,669,0.0,no,1,2022-09-05
940,telephone,20,7,48,138,0.0,no,1,2022-09-18
941,cellular,294,7,322,605,1.0,yes,1,2022-03-24
942,cellular,244,4,944,503,1.0,yes,1,2022-09-20
943,telephone,840,3,39,442,0.0,yes,1,2022-03-08
944,telephone,681,4,742,978,1.0,no,1,2022-09-02
