id,age,job,marital,education,credit_default,housing,loan
568,61,admin,married,basic_4y,yes,no,no
569,64,unknown,married,basic_4y,no,yes,unknown
570,25,unemployed,unknown,basic_9y,unknown,unknown,yes
571,83,blue-collar,married,,yes,unknown,unknown
572,84,admin,married,basic_4y,no,unknown,unknown
573,67,unemployed,married,basic_9y,yes,yes,unknown
574,60,admin,married,basic_9y,unknown,unknown,unknown
575,88,unknown,single,basic_4y,unknown,no,yes
576,60,unemployed,single,basic_4y,unknown,unknown,no
577,72,blue-collar,unknown,basic_9y,yes,unknown,no
578,90,unknown,single,basic_4y,unknown,yes,yes
579,80,admin,single,,yes,unknown,unknown
580,69,unknown,single,basic_4y,yes,yes,yes
581,59,unemployed,married,basic_4y,unknown,unknown,no
582,40,blue-collar,unknown,basic_9y,unknown,no,yes
583,80,unemployed,married,,yes,unknown,yes
584,81,unknown,single,,no,no,no
585,45,unknown,married,basic_4y,yes,yes,yes
586,33,unemployed,married,basic_4y,unknown,yes,unknown
587,80,unemployed,married,,no,unknown,yes
588,69,unknown,married,basic_9y,no,no,yes
589,33,admin,married,,unknown,no,no
590,67,unemployed,unknown,,yes,unknown,yes
591,34,admin,single,basic_9y,no,yes,unknown
592,24,unemployed,unknown,basic_9y,no,no,no
593,97,admin,unknown,,yes,yes,yes
594,42,admin,married,,unknown,no,unknown
595,93,unemployed,single,,unknown,no,unknown
596,20,admin,married,,yes,yes,yes
597,64,unknown,unknown,,no,no,yes
598,66,admin,single,,yes,no,no
599,95,blue-collar,married,basic_9y,yes,no,unknown
600,64,unemployed,married,,unknown,no,yes
601,23,unknown,married,basic_4y,yes,yes,unknown
602,76,admin,married,,no,yes,yes
603,91,unknown,unknown,,no,yes,yes
604,43,admin,single,basic_9y,unknown,yes,unknown
605,66,admin,married,basic_4y,yes,no,unknown
606,58,admin,married,basic_9y,no,unknown,yes
607,90,unemployed,married,,unknown,no,no
608,68,admin,unknown,basic_4y,no,yes,unknown
609,99,admin,unknown,,no,no,no
610,78,admin,unknown,basic_9y,yes,no,yes
611,53,unknown,single,basic_9y,yes,unknown,unknown
612,78,unknown,married,,unknown,no,no
613,55,unknown,single,basic_9y,unknown,yes,yes
614,50,blue-collar,unknown,basic_4y,yes,no,unknown
615,70,unemployed,single,basic_4y,yes,no,yes
616,28,admin,married,,unknown,no,unknown
617,72,unemployed,single,basic_9y,yes,yes,no
618,40,unemployed,unknown,basic_4y,no,unknown,no
619,69,admin,single,basic_9y,no,no,yes
620,71,unemployed,single,basic_9y,unknown,yes,yes
621,72,unemployed,single,,yes,no,no
622,72,unemployed,married,basic_9y,unknown,no,unknown
623,99,admin,married,basic_4y,no,unknown,yes
624,74,unemployed,single,basic_9y,unknown,unknown,unknown
625,87,blue-collar,married,basic_4y,unknown,yes,yes
626,65,unemployed,unknown,basic_9y,yes,unknown,unknown
627,42,unemployed,married,,no,yes,yes
628,41,blue-collar,unknown,basic_4y,no,no,yes
629,71,unknown,single,,no,no,no
630,80,unemployed,unknown,,unknown,yes,yes
631,79,unknown,single,basic_4y,yes,no,yes
632,48,unemployed,married,basic_4y,yes,no,unknown
633,21,unemployed,unknown,,no,no,yes
634,95,admin,single,,unknown,unknown,unknown
635,40,blue-collar,single,,unknown,unknown,yes
636,43,unknown,unknown,basic_4y,no,unknown,no
637,38,unknown,unknown,,yes,unknown,yes
638,68,unemployed,unknown,,unknown,no,no
639,53,unemployed,single,basic_4y,no,no,yes
640,55,admin,unknown,,yes,yes,unknown
641,38,blue-collar,married,basic_4y,yes,yes,unknown
642,39,admin,married,basic_9y,yes,yes,unknown
643,28,blue-collar,unknown,,no,no,yes
644,22,blue-collar,single,basic_9y,unknown,yes,yes
645,39,unemployed,single,basic_9y,unknown,unknown,yes
646,25,admin,unknown,basic_4y,yes,yes,no
647,37,unknown,unknown,,unknown,no,no
648,71,unknown,single,basic_9y,unknown,no,yes
649,92,admin,married,basic_4y,no,no,yes
650,26,unemployed,married,basic_4y,unknown,unknown,yes
651,58,unemployed,married,,yes,yes,no
652,40,blue-collar,married,basic_4y,yes,yes,unknown
653,89,admin,married,basic_9y,yes,unknown,no
654,66,unknown,unknown,,unknown,yes,yes
655,70,blue-collar,single,basic_4y,yes,unknown,no
656,43,admin,married,basic_9y,yes,unknown,no
657,50,unemployed,single,basic_4y,no,yes,yes
658,78,admin,married,basic_4y,no,unknown,no
659,37,blue-collar,unknown,basic_9y,no,unknown,unknown
660,80,unknown,unknown,basic_4y,yes,yes,unknown
661,83,unknown,unknown,basic_4y,yes,unknown,yes
662,98,unemployed,unknown,basic_4y,yes,yes,yes
663,35,blue-collar,unknown,basic_4y,unknown,no,yes
664,56,blue-collar,single,basic_4y,no,yes,no
665,27,unemployed,single,basic_9y,yes,yes,yes
666,29,unknown,married,basic_4y,unknown,yes,unknown
667,85,admin,unknown,,yes,yes,no
668,48,admin,single,basic_9y,unknown,yes,no
669,93,unknown,unknown,basic_4y,yes,yes,unknown
670,56,unemployed,married,,no,no,yes
671,66,admin,unknown,basic_9y,no,no,no
672,81,unknown,married,basic_9y,yes,no,unknown
673,59,unemployed,married,,no,no,unknown
674,75,admin,unknown,basic_4y,no,unknown,no
675,77,unemployed,single,,no,yes,no
676,23,blue-collar,unknown,basic_9y,yes,yes,yes
677,37,admin,married,basic_9y,unknown,yes,no
678,65,unknown,married,,yes,no,yes
679,75,admin,unknown,basic_9y,no,no,yes
680,61,admin,unknown,,unknown,unknown,unknown
681,96,unknown,unknown,basic_4y,no,yes,no
682,36,blue-collar,unknown,basic_4y,yes,unknown,unknown
683,18,admin,married,basic_4y,yes,yes,unknown
684,82,unknown,unknown,basic_9y,no,yes,yes
685,60,unknown,married,basic_9y,yes,unknown,unknown
686,68,admin,single,,no,unknown,unknown
687,71,blue-collar,single,basic_9y,yes,yes,yes
688,74,admin,married,basic_9y,no,yes,unknown
689,50,admin,single,,no,unknown,no
690,61,unemployed,unknown,,yes,no,unknown
691,39,unknown,unknown,basic_9y,unknown,unknown,no
692,36,unknown,married,,unknown,unknown,no
693,25,blue-collar,unknown,basic_9y,yes,yes,yes
694,46,blue-collar,married,basic_4y,unknown,no,yes
695,21,blue-collar,single,basic_9y,unknown,yes,unknown
696,80,admin,unknown,basic_4y,no,yes,yes
697,23,admin,single,basic_9y,yes,no,no
698,32,blue-collar,unknown,basic_9y,unknown,yes,yes
699,27,admin,single,,unknown,no,no
700,95,admin,unknown,basic_4y,unknown,no,unknown
701,18,blue-collar,unknown,basic_9y,yes,yes,unknown
702,91,unknown,married,,no,no,yes
703,28,unemployed,single,,no,no,unknown
704,23,unknown,unknown,basic_4y,no,yes,no
705,56,unknown,married,basic_9y,yes,no,no
706,64,unemployed,unknown,basic_4y,unknown,unknown,no
707,78,unemployed,unknown,basic_4y,no,yes,unknown
708,52,blue-collar,single,,no,yes,unknown
709,45,blue-collar,single,basic_9y,no,yes,unknown
710,54,admin,unknown,basic_9y,no,yes,yes
711,81,unknown,unknown,basic_4y,yes,unknown,yes
712,77,blue-collar,married,,yes,yes,no
713,56,blue-collar,married,,yes,yes,no
714,28,admin,single,basic_9y,yes,unknown,no
715,88,unemployed,single,basic_4y,unknown,no,unknown
716,42,admin,unknown,,unknown,yes,yes
717,61,admin,married,,unknown,unknown,yes
718,28,blue-collar,single,basic_4y,unknown,no,yes
719,99,admin,married,basic_4y,unknown,unknown,no
720,20,unknown,married,basic_4y,no,no,yes
721,32,admin,unknown,basic_4y,yes,no,no
722,36,unemployed,single,basic_9y,no,unknown,no
723,78,blue-collar,single,basic_4y,no,unknown,unknown
724,63,admin,married,basic_9y,no,no,unknown
725,94,blue-collar,unknown,basic_4y,no,unknown,no
726,97,admin,single,basic_9y,unknown,no,no
727,85,unknown,married,basic_4y,unknown,yes,yes
728,77,admin,single,basic_4y,no,no,no
729,87,blue-collar,unknown,basic_4y,no,yes,unknown
730,25,unknown,single,basic_9y,yes,no,no
731,75,admin,married,basic_4y,unknown,unknown,yes
732,42,admin,single,basic_4y,yes,unknown,unknown
733,19,admin,married,basic_9y,unknown,unknown,yes
734,62,unknown,unknown,basic_4y,yes,unknown,yes
735,59,admin,unknown,basic_9y,no,unknown,yes
736,58,unemployed,single,basic_9y,no,yes,unknown
737,88,admin,unknown,,yes,no,yes
738,76,unemployed,single,basic_4y,no,no,yes
739,98,blue-collar,unknown,basic_4y,unknown,no,yes
740,54,admin,unknown,basic_9y,no,no,unknown
741,21,unemployed,single,,unknown,yes,no
742,89,blue-collar,married,basic_9y,no,no,unknown
743,93,admin,married,,unknown,yes,no
744,93,unknown,unknown,basic_9y,unknown,unknown,no
745,98,blue-collar,single,,yes,unknown,no
746,51,admin,single,basic_4y,unknown,no,unknown
747,54,unemployed,married,,no,no,no
748,68,admin,unknown,basic_9y,no,yes,no
749,34,blue-collar,unknown,,yes,no,no
750,60,unknown,married,basic_4y,no,yes,no
751,96,admin,single,basic_9y,yes,unknown,no
752,65,unknown,married,basic_9y,unknown,no,yes
753,72,unemployed,married,basic_4y,yes,yes,unknown
754,48,blue-collar,married,basic_4y,no,no,no
755,22,unknown,single,,no,unknown,yes
756,72,blue-collar,single,basic_4y,no,no,yes
757,56,admin,single,basic_4y,yes,yes,yes
758,70,unknown,single,basic_4y,yes,no,yes
759,31,admin,single,,no,yes,yes
760,70,admin,married,,unknown,unknown,no
761,83,unknown,single,basic_9y,unknown,no,unknown
762,31,blue-collar,married,basic_9y,unknown,unknown,unknown
763,47,unemployed,unknown,,unknown,unknown,yes
764,66,unemployed,married,,no,unknown,yes
765,88,unemployed,unknown,basic_4y,yes,unknown,no
766,79,blue-collar,unknown,,unknown,unknown,no
767,28,unknown,unknown,basic_4y,yes,unknown,yes
768,50,blue-collar,married,basic_9y,yes,unknown,yes
769,41,admin,single,basic_4y,yes,unknown,yes
770,28,admin,married,,yes,no,unknown
771,81,unknown,unknown,basic_4y,no,unknown,yes
772,79,unemployed,single,basic_4y,yes,yes,no
773,73,blue-collar,unknown,,yes,no,unknown
774,38,admin,single,basic_4y,unknown,yes,no
775,36,admin,single,,yes,no,unknown
776,34,admin,single,,unknown,unknown,yes
777,62,unknown,single,basic_4y,unknown,no,yes
778,27,unknown,married,basic_4y,unknown,no,no
779,96,admin,unknown,,yes,yes,unknown
780,28,admin,single,basic_4y,unknown,yes,no
781,37,admin,unknown,basic_9y,unknown,no,unknown
782,55,admin,married,basic_9y,yes,yes,unknown
783,97,admin,unknown,basic_4y,yes,no,unknown
784,22,unknown,married,basic_4y,no,yes,no
785,87,admin,unknown,basic_9y,yes,unknown,unknown
786,21,unknown,married,basic_4y,yes,yes,unknown
787,72,blue-collar,unknown,basic_4y,unknown,unknown,unknown
788,75,blue-collar,unknown,,no,unknown,yes
789,18,unknown,unknown,basic_9y,yes,unknown,unknown
790,68,blue-collar,unknown,basic_4y,no,unknown,no
791,63,unknown,married,basic_4y,yes,yes,no
792,78,unknown,married,basic_9y,unknown,no,yes
793,47,unemployed,married,basic_4y,yes,yes,unknown
794,72,admin,unknown,basic_9y,yes,unknown,yes
795,81,blue-collar,single,,no,unknown,yes
796,33,admin,married,basic_4y,yes,yes,unknown
797,32,admin,unknown,basic_9y,no,unknown,unknown
798,78,unemployed,unknown,basic_4y,no,no,no
799,73,admin,single,basic_9y,unknown,yes,unknown
800,28,unknown,single,basic_4y,yes,no,yes
801,25,unemployed,unknown,,no,unknown,yes
802,95,unknown,unknown,basic_9y,no,no,yes
803,46,unknown,married,,no,no,yes
804,18,unemployed,single,,no,yes,no
805,83,blue-collar,married,basic_4y,yes,unknown,yes
806,39,unemployed,married,,unknown,yes,no
807,95,unknown,married,basic_4y,no,yes,yes
808,44,unemployed,single,basic_9y,no,no,unknown
809,39,unemployed,single,basic_9y,unknown,yes,unknown
810,76,admin,married,basic_9y,yes,unknown,no
811,84,admin,married,basic_4y,yes,unknown,no
812,45,unemployed,married,basic_9y,no,no,yes
813,83,unknown,single,basic_4y,yes,no,no
814,88,blue-collar,married,basic_9y,yes,no,yes
815,86,unemployed,unknown,basic_9y,no,no,yes
816,33,unemployed,single,basic_4y,unknown,no,unknown
817,62,blue-collar,married,basic_9y,unknown,yes,no
818,33,admin,unknown,basic_4y,unknown,no,no
819,89,unemployed,single,basic_9y,unknown,no,yes
820,56,unemployed,unknown,basic_4y,yes,yes,unknown
821,87,unemployed,single,basic_4y,no,unknown,no
822,96,admin,single,basic_4y,no,no,unknown
823,21,unknown,married,basic_9y,yes,yes,unknown
824,36,unemployed,married,,yes,no,no
825,32,admin,unknown,basic_4y,no,unknown,no
826,44,admin,unknown,basic_9y,yes,unknown,no
827,25,blue-collar,unknown,basic_4y,yes,unknown,no
828,55,admin,unknown,basic_4y,no,yes,no
829,60,blue-collar,married,basic_4y,yes,yes,unknown
830,39,unknown,single,basic_9y,no,yes,no
831,93,unknown,single,,unknown,yes,unknown
832,72,blue-collar,unknown,,unknown,unknown,yes
833,44,admin,unknown,basic_9y,no,unknown,yes
834,40,unemployed,unknown,basic_4y,unknown,no,no
835,47,blue-collar,single,,yes,no,no
836,60,unemployed,unknown,basic_9y,no,no,no
837,50,blue-collar,married,basic_9y,unknown,no,yes
838,73,admin,unknown,basic_4y,no,no,unknown
839,70,blue-collar,married,basic_9y,yes,no,no
840,39,unemployed,single,basic_9y,no,yes,no
841,70,unemployed,married,basic_9y,no,unknown,unknown
842,30,unemployed,married,basic_9y,yes,yes,yes
843,31,admin,unknown,,unknown,unknown,no
844,57,unknown,single,basic_9y,no,no,unknown
845,93,admin,single,basic_4y,yes,yes,yes
846,82,unknown,married,basic_4y,no,yes,yes
847,77,admin,single,basic_9y,yes,yes,unknown
848,68,admin,unknown,basic_4y,no,yes,yes
849,43,unknown,married,basic_4y,yes,no,no
850,76,unknown,single,,unknown,yes,unknown
851,76,unemployed,single,basic_9y,yes,yes,yes
852,75,blue-collar,married,,unknown,unknown,unknown
853,65,blue-collar,unknown,basic_4y,yes,no,unknown
854,55,blue-collar,married,basic_4y,yes,yes,yes
855,87,unemployed,single,basic_4y,unknown,yes,yes
856,97,admin,single,basic_9y,no,unknown,yes
857,57,unemployed,unknown,basic_9y,yes,unknown,unknown
858,63,blue-collar,single,,unknown,yes,no
859,59,admin,married,,yes,yes,yes
860,78,unemployed,married,basic_4y,yes,no,unknown
861,39,admin,married,,unknown,unknown,unknown
862,71,admin,married,,unknown,no,no
863,46,unknown,married,basic_4y,yes,no,unknown
864,70,blue-collar,single,basic_9y,no,yes,no
865,99,admin,unknown,,no,yes,unknown
866,48,unemployed,single,basic_9y,unknown,yes,no
867,72,unknown,single,,unknown,unknown,yes
868,68,admin,married,basic_9y,yes,yes,yes
869,49,blue-collar,unknown,basic_4y,yes,yes,unknown
870,73,blue-collar,married,basic_4y,unknown,no,unknown
871,90,blue-collar,unknown,basic_9y,yes,no,unknown
872,98,blue-collar,single,,no,no,unknown
873,66,unknown,married,basic_4y,no,yes,yes
874,24,unknown,married,,unknown,no,yes
875,55,unknown,married,basic_9y,yes,no,yes
876,82,unknown,unknown,basic_9y,yes,unknown,no
877,48,unknown,single,basic_4y,no,no,yes
878,22,unemployed,unknown,basic_4y,yes,no,no
879,75,unemployed,single,,yes,unknown,yes
880,42,blue-collar,married,basic_9y,unknown,unknown,unknown
881,31,blue-collar,unknown,basic_4y,yes,yes,yes
882,39,unknown,single,,unknown,unknown,unknown
883,61,admin,married,,no,no,no
884,51,blue-collar,single,basic_4y,no,unknown,unknown
885,58,unknown,unknown,,no,yes,yes
886,31,blue-collar,single,basic_9y,yes,yes,unknown
887,56,admin,unknown,,yes,no,no
888,47,unknown,married,,yes,no,no
889,69,blue-collar,unknown,basic_4y,unknown,unknown,unknown
890,24,blue-collar,single,basic_4y,no,no,no
891,27,admin,single,,no,unknown,yes
892,98,blue-collar,single,basic_9y,no,no,no
893,27,blue-collar,unknown,basic_9y,yes,no,yes
894,30,admin,unknown,,unknown,unknown,yes
895,27,blue-collar,unknown,,yes,unknown,no
896,32,admin,unknown,basic_4y,yes,no,unknown
897,85,unemployed,unknown,basic_4y,unknown,no,unknown
898,89,unemployed,unknown,,no,unknown,unknown
899,46,blue-collar,single,basic_9y,no,no,yes
900,52,admin,married,basic_4y,no,unknown,unknown
901,28,unknown,single,basic_4y,yes,unknown,unknown
902,30,blue-collar,unknown,,no,yes,unknown
903,66,admin,married,basic_4y,unknown,unknown,no
904,97,blue-collar,unknown,,yes,unknown,yes
905,84,unknown,married,basic_4y,no,yes,unknown
906,75,admin,married,basic_4y,yes,yes,yes
907,42,unknown,single,basic_9y,unknown,yes,yes
908,38,admin,unknown,basic_9y,yes,unknown,yes
909,75,unknown,single,,unknown,no,unknown
910,43,admin,unknown,basic_9y,no,yes,no
911,88,admin,single,,unknown,no,unknown
912,34,unknown,married,basic_4y,yes,no,no
913,92,unknown,married,basic_9y,no,unknown,yes
914,32,blue-collar,married,,no,yes,unknown
915,95,blue-collar,unknown,,unknown,yes,yes
916,27,unknown,single,basic_9y,yes,yes,unknown
917,76,unemployed,single,basic_4y,yes,yes,unknown
918,36,unknown,single,,yes,no,no
919,31,unknown,married,basic_9y,unknown,yes,no
920,48,unemployed,single,basic_4y,yes,unknown,unknown
921,74,unemployed,married,basic_4y,unknown,no,no
922,26,blue-collar,unknown,basic_9y,unknown,no,no
923,35,unknown,single,,unknown,unknown,no
924,43,unemployed,married,,no,unknown,yes
925,43,admin,single,basic_9y,yes,unknown,unknown
926,50,unemployed,unknown,basic_4y,unknown,unknown,no
927,79,admin,single,,unknown,no,no
928,29,admin,married,basic_9y,unknown,yes,yes
929,44,admin,married,basic_4y,yes,no,yes
930,34,unemployed,single,basic_9y,unknown,no,yes
931,44,unemployed,unknown,,yes,no,unknown
932,50,blue-collar,single,,no,no,unknown
933,32,unknown,married,basic_4y,unknown,no,yes
934,24,blue-collar,unknown,basic_9y,unknown,no,no
935,59,unemployed,single,,yes,unknown,unknown
936,99,blue-collar,unknown,,unknown,no,yes
937,62,admin,married,,yes,unknown,unknown
938,69,unknown,married,basic_9y,unknown,yes,no
939,64,unknown,unknown,basic_9y,no,no,no
940,19,unemployed,married,,unknown,yes,yes
941,95,blue-collar,unknown,,unknown,yes,yes
942,67,blue-collar,unknown,basic_9y,unknown,no,no
943,52,admin,single,basic_4y,yes,unknown,unknown
944,74,admin,single,basic_9y,yes,no,no
945,81,blue-collar,married,basic_4y,yes,unknown,no
946,91,unknown,single,basic_9y,no,no,unknown
947,85,blue-collar,unknown,basic_4y,yes,yes,no
948,82,unknown,unknown,,unknown,no,no
949,57,unemployed,unknown,basic_4y,yes,unknown,yes
950,64,unknown,married,,unknown,unknown,yes
951,31,unemployed,single,basic_9y,no,unknown,no
952,78,unemployed,married,basic_9y,yes,yes,no
953,56,blue-collar,married,basic_9y,yes,unknown,unknown
954,69,unknown,married,basic_4y,no,no,no
955,61,admin,unknown,basic_4y,yes,no,unknown
956,84,admin,unknown,basic_9y,yes,no,no
957,65,unemployed,married,basic_9y,yes,no,unknown
958,55,blue-collar,married,,yes,no,no
959,96,unknown,single,basic_9y,no,no,no
960,73,blue-collar,married,,no,unknown,no
961,72,admin,single,basic_9y,unknown,unknown,unknown
962,52,unknown,married,,yes,yes,no
963,98,blue-collar,single,basic_4y,unknown,yes,unknown
964,99,unemployed,unknown,basic_4y,no,no,yes
965,93,admin,married,basic_9y,unknown,unknown,yes
966,97,unemployed,unknown,,no,no,yes
967,35,unemployed,married,,yes,yes,yes
968,98,blue-collar,single,basic_9y,yes,yes,no
969,33,blue-collar,married,basic_9y,unknown,no,unknown
970,29,admin,single,basic_9y,unknown,no,unknown
971,59,unknown,single,basic_9y,yes,unknown,no
972,81,unemployed,unknown,basic_9y,no,no,no
973,36,unknown,unknown,basic_4y,no,unknown,yes
974,57,unemployed,single,basic_4y,unknown,no,unknown
975,97,unemployed,unknown,basic_9y,yes,yes,unknown
976,64,unknown,married,,yes,unknown,yes
